"Age Category","Income Category","Race Category","Sex Category","Year","ID","Name","Demographic Group: Number","Demographic Group: MOE","Uninsured: Number","Uninsured: MOE","Uninsured: %","Uninsured: %MOE","Insured: Number","Insured: MOE","Insured: %","Insured: %MOE"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","18007","Benton County, IN","1,836","0","175","40","9.5","2.2","1,661","40","90.5","2.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","18007","Benton County, IN","1,839","0","225","43","12.2","2.3","1,614","43","87.8","2.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","18007","Benton County, IN","1,857","0","275","48","14.8","2.6","1,582","48","85.2","2.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","18007","Benton County, IN","1,824","0","271","48","14.8","2.6","1,553","48","85.2","2.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","18007","Benton County, IN","1,832","0","274","50","14.9","2.7","1,558","50","85.1","2.7"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","18007","Benton County, IN","1,779","0","229","46","12.9","2.6","1,551","46","87.1","2.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","18009","Blackford County, IN","2,580","0","206","54","8.0","2.1","2,374","54","92.0","2.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","18009","Blackford County, IN","2,679","0","225","52","8.4","1.9","2,454","52","91.6","1.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","18009","Blackford County, IN","2,706","0","310","61","11.5","2.3","2,396","61","88.5","2.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","18009","Blackford County, IN","2,739","0","362","66","13.2","2.4","2,377","66","86.8","2.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","18009","Blackford County, IN","2,763","0","367","68","13.3","2.4","2,397","68","86.7","2.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","18009","Blackford County, IN","2,784","0","388","71","13.9","2.6","2,396","71","86.1","2.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","18009","Blackford County, IN","2,734","0","368","75","13.5","2.7","2,366","75","86.5","2.7"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","18011","Boone County, IN","12,925","0","613","148","4.7","1.1","12,312","148","95.3","1.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","18011","Boone County, IN","12,684","0","720","159","5.7","1.3","11,964","159","94.3","1.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","18011","Boone County, IN","12,439","0","1,020","193","8.2","1.6","11,419","193","91.8","1.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","18011","Boone County, IN","12,177","0","1,096","182","9.0","1.5","11,081","182","91.0","1.5"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","18011","Boone County, IN","11,725","0","1,140","202","9.7","1.7","10,586","202","90.3","1.7"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","18011","Boone County, IN","11,488","0","886","177","7.7","1.5","10,602","177","92.3","1.5"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","18011","Boone County, IN","11,053","0","894","173","8.1","1.6","10,159","173","91.9","1.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","18013","Brown County, IN","3,788","0","331","84","8.7","2.2","3,457","84","91.3","2.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","18013","Brown County, IN","3,818","0","353","82","9.2","2.1","3,465","82","90.8","2.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","18013","Brown County, IN","3,921","0","534","103","13.6","2.6","3,387","103","86.4","2.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","18013","Brown County, IN","3,997","0","572","100","14.3","2.5","3,425","100","85.7","2.5"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","18013","Brown County, IN","4,103","0","633","108","15.4","2.6","3,470","108","84.6","2.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","18013","Brown County, IN","4,223","0","654","111","15.5","2.6","3,570","111","84.5","2.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","18013","Brown County, IN","4,225","0","568","108","13.4","2.6","3,657","108","86.6","2.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","18015","Carroll County, IN","4,450","0","362","88","8.1","2.0","4,088","88","91.9","2.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","18015","Carroll County, IN","4,439","0","396","90","8.9","2.0","4,043","90","91.1","2.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","18015","Carroll County, IN","4,440","0","536","100","12.1","2.3","3,904","100","87.9","2.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","18015","Carroll County, IN","4,456","0","623","107","14.0","2.4","3,833","107","86.0","2.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","18015","Carroll County, IN","4,441","0","633","108","14.3","2.4","3,807","108","85.7","2.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","18015","Carroll County, IN","4,447","0","607","111","13.7","2.5","3,840","111","86.3","2.5"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","18015","Carroll County, IN","4,374","0","532","105","12.2","2.4","3,841","105","87.8","2.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","18017","Cass County, IN","7,775","0","717","169","9.2","2.2","7,058","169","90.8","2.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","18017","Cass County, IN","7,910","0","795","164","10.1","2.1","7,115","164","89.9","2.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","18017","Cass County, IN","7,899","0","975","174","12.3","2.2","6,924","174","87.7","2.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","18017","Cass County, IN","7,824","0","1,221","191","15.6","2.4","6,603","191","84.4","2.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","18017","Cass County, IN","7,700","0","1,241","192","16.1","2.5","6,459","192","83.9","2.5"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","18017","Cass County, IN","7,700","0","1,274","203","16.6","2.6","6,426","203","83.4","2.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","18017","Cass County, IN","7,601","0","1,120","202","14.7","2.7","6,481","202","85.3","2.7"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","18019","Clark County, IN","23,458","0","1,543","341","6.6","1.5","21,915","341","93.4","1.5"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","18019","Clark County, IN","23,349","0","2,095","416","9.0","1.8","21,254","416","91.0","1.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","18019","Clark County, IN","23,170","0","2,364","409","10.2","1.8","20,806","409","89.8","1.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","18019","Clark County, IN","22,958","0","2,713","425","11.8","1.9","20,245","425","88.2","1.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","18019","Clark County, IN","22,701","0","2,974","456","13.1","2.0","19,727","456","86.9","2.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","18019","Clark County, IN","22,689","0","3,032","474","13.4","2.1","19,657","474","86.6","2.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","18019","Clark County, IN","22,112","0","2,518","453","11.4","2.0","19,594","453","88.6","2.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","18021","Clay County, IN","5,598","0","444","111","7.9","2.0","5,154","111","92.1","2.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","18021","Clay County, IN","5,671","0","492","114","8.7","2.0","5,179","114","91.3","2.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","18021","Clay County, IN","5,737","0","651","127","11.3","2.2","5,086","127","88.7","2.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","18021","Clay County, IN","5,748","0","749","131","13.0","2.3","4,999","131","87.0","2.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","18021","Clay County, IN","5,740","0","769","137","13.4","2.4","4,971","137","86.6","2.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","18021","Clay County, IN","5,712","0","835","140","14.6","2.4","4,877","140","85.4","2.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","18021","Clay County, IN","5,534","0","692","133","12.5","2.4","4,842","133","87.5","2.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","18023","Clinton County, IN","6,422","0","508","124","7.9","1.9","5,914","124","92.1","1.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","18023","Clinton County, IN","6,501","0","637","133","9.8","2.0","5,864","133","90.2","2.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","18023","Clinton County, IN","6,485","0","811","148","12.5","2.3","5,674","148","87.5","2.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","18023","Clinton County, IN","6,526","0","1,012","160","15.5","2.5","5,514","160","84.5","2.5"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","18023","Clinton County, IN","6,426","0","1,012","165","15.8","2.6","5,413","165","84.2","2.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","18023","Clinton County, IN","6,442","0","1,036","167","16.1","2.6","5,406","167","83.9","2.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","18023","Clinton County, IN","6,312","0","942","165","14.9","2.6","5,370","165","85.1","2.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","18025","Crawford County, IN","2,476","0","225","56","9.1","2.3","2,251","56","90.9","2.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","18025","Crawford County, IN","2,478","0","232","53","9.4","2.1","2,246","53","90.6","2.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","18025","Crawford County, IN","2,485","0","297","59","12.0","2.4","2,188","59","88.0","2.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","18025","Crawford County, IN","2,482","0","400","67","16.1","2.7","2,082","67","83.9","2.7"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","18025","Crawford County, IN","2,497","0","358","65","14.3","2.6","2,139","65","85.7","2.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","18025","Crawford County, IN","2,509","0","404","75","16.1","3.0","2,105","75","83.9","3.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","18025","Crawford County, IN","2,467","0","383","76","15.5","3.1","2,085","76","84.5","3.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","18027","Daviess County, IN","5,958","0","551","131","9.2","2.2","5,407","131","90.8","2.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","18027","Daviess County, IN","6,034","0","663","135","11.0","2.2","5,371","135","89.0","2.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","18027","Daviess County, IN","5,980","0","805","149","13.5","2.5","5,175","149","86.5","2.5"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","18027","Daviess County, IN","5,937","0","929","153","15.6","2.6","5,008","153","84.4","2.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","18027","Daviess County, IN","5,914","0","967","159","16.3","2.7","4,947","159","83.7","2.7"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","18027","Daviess County, IN","5,916","0","1,031","165","17.4","2.8","4,884","165","82.6","2.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","18027","Daviess County, IN","5,787","0","843","153","14.6","2.6","4,944","153","85.4","2.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","18029","Dearborn County, IN","11,190","0","596","143","5.3","1.3","10,594","143","94.7","1.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","18029","Dearborn County, IN","11,229","0","663","150","5.9","1.3","10,566","150","94.1","1.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","18029","Dearborn County, IN","11,223","0","934","184","8.3","1.6","10,289","184","91.7","1.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","18029","Dearborn County, IN","11,243","0","1,193","205","10.6","1.8","10,050","205","89.4","1.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","18029","Dearborn County, IN","11,090","0","1,215","211","11.0","1.9","9,875","211","89.0","1.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","18029","Dearborn County, IN","11,011","0","1,224","216","11.1","2.0","9,786","216","88.9","2.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","18029","Dearborn County, IN","10,714","0","1,201","226","11.2","2.1","9,513","226","88.8","2.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","18031","Decatur County, IN","5,499","0","350","87","6.4","1.6","5,149","87","93.6","1.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","18031","Decatur County, IN","5,531","0","420","98","7.6","1.8","5,111","98","92.4","1.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","18031","Decatur County, IN","5,479","0","562","111","10.3","2.0","4,917","111","89.7","2.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","18031","Decatur County, IN","5,377","0","680","118","12.6","2.2","4,697","118","87.4","2.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","18031","Decatur County, IN","5,285","0","670","120","12.7","2.3","4,615","120","87.3","2.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","18031","Decatur County, IN","5,259","0","685","123","13.0","2.3","4,574","123","87.0","2.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","18031","Decatur County, IN","5,078","0","642","120","12.6","2.4","4,436","120","87.4","2.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","18033","De Kalb County, IN","8,972","0","625","153","7.0","1.7","8,347","153","93.0","1.7"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","18033","De Kalb County, IN","9,009","0","713","157","7.9","1.7","8,296","157","92.1","1.7"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","18033","De Kalb County, IN","8,918","0","981","187","11.0","2.1","7,937","187","89.0","2.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","18033","De Kalb County, IN","8,795","0","1,148","194","13.1","2.2","7,647","194","86.9","2.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","18033","De Kalb County, IN","8,633","0","1,156","198","13.4","2.3","7,477","198","86.6","2.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","18033","De Kalb County, IN","8,544","0","1,228","201","14.4","2.4","7,315","201","85.6","2.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","18033","De Kalb County, IN","8,328","0","1,050","200","12.6","2.4","7,278","200","87.4","2.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","18035","Delaware County, IN","20,557","0","1,561","339","7.6","1.6","18,996","339","92.4","1.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","18035","Delaware County, IN","20,634","0","1,827","360","8.9","1.7","18,807","360","91.1","1.7"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","18035","Delaware County, IN","20,787","0","2,340","403","11.3","1.9","18,447","403","88.7","1.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","18035","Delaware County, IN","20,859","0","2,754","422","13.2","2.0","18,105","422","86.8","2.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","18035","Delaware County, IN","20,923","0","2,766","432","13.2","2.1","18,157","432","86.8","2.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","18035","Delaware County, IN","20,909","0","2,829","462","13.5","2.2","18,080","462","86.5","2.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","18035","Delaware County, IN","20,926","0","2,729","463","13.0","2.2","18,197","463","87.0","2.2"
